ano_trabajo,nivel_experiencia,tipo_contrato,titulo_trabajo,salario_usd,porcentaje_remoto,tamano_empresa
2024,Semi-Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Senior,Tiempo completo,Data Engineer,130000,0,M
2024,Senior,Tiempo completo,Data Analyst,130000,0,M
2024,Senior,Tiempo completo,Data Engineer,130000,0,M
2024,Junior,Tiempo completo,Data Analyst,130000,0,M
2024,Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,130000,100,M
2024,Junior,Tiempo completo,Data Analyst,130000,100,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,130000,0,M
2024,Experto,Tiempo completo,Data Engineer,130000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2024,Senior,Tiempo completo,Data Science,130000,0,M
2024,Senior,Tiempo completo,Data Engineer,130000,100,M
2024,Semi-Senior,Tiempo completo,Data Analyst,130000,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Senior,Tiempo completo,Data Modeler,130000,100,M
2024,Semi-Senior,Tiempo completo,Data Integration Engineer,130000,0,M
2024,Senior,Tiempo completo,Data Analytics Lead,130000,0,M
2024,Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Senior,Tiempo completo,Data Engineer,130000,0,M
2024,Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Senior,Tiempo completo,Business Intelligence Engineer,130000,0,M
2024,Experto,Tiempo completo,Data Engineer,130000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,130000,100,M
2024,Senior,Tiempo completo,ML Engineer,130000,0,M
2024,Senior,Tiempo completo,Data Scientist,130000,100,M
2024,Senior,Tiempo completo,Data Engineer,130000,0,M
2024,Senior,Tiempo completo,BI Analyst,130000,0,M
2024,Senior,Tiempo completo,Data Analyst,130000,0,M
2024,Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Semi-Senior,Tiempo completo,Analytics Engineer,162500,100,M
2024,Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Senior,Tiempo completo,Data Engineer,130000,0,M
2024,Experto,Tiempo completo,BI Developer,130000,0,M
2024,Semi-Senior,Tiempo completo,Data Manager,130000,0,M
2024,Senior,Tiempo completo,Data Scientist,130000,100,M
2024,Senior,Tiempo completo,Analytics Engineer,130000,0,M
2024,Senior,Tiempo completo,Data Scientist,130000,100,M
2024,Senior,Tiempo completo,Analytics Engineer,130000,0,M
2024,Semi-Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Senior,Tiempo completo,Analytics Engineer,130000,100,M
2024,Senior,Tiempo completo,Analytics Engineer,130000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2024,Senior,Tiempo completo,Data Modeler,130000,100,M
2024,Senior,Tiempo completo,Data Scientist,130000,0,M
2024,Senior,Tiempo completo,Data Developer,130000,100,M
2024,Senior,Tiempo completo,Data Scientist,130000,100,M
2024,Senior,Tiempo completo,Data Architect,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Analyst,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Senior,Tiempo completo,Data Modeler,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,130000,100,M
2023,Semi-Senior,Tiempo completo,Business Intelligence Analyst,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Junior,Tiempo completo,Data Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Senior,Tiempo completo,Analytics Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Research Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Junior,Tiempo completo,ML Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Research Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Research Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Experto,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Research Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Research Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Business Intelligence Analyst,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Semi-Senior,Tiempo completo,Research Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Analytics Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Science Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,96313,100,S
2023,Semi-Senior,Tiempo completo,Data Analyst,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Modeler,130000,100,L
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Research Scientist,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Lead,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Junior,Tiempo completo,AI Developer,130000,100,L
2023,Semi-Senior,Tiempo completo,Data Developer,130000,100,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Research Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,S
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Senior,Tiempo completo,Business Intelligence Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Senior,Tiempo completo,Business Intelligence Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Experto,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,140358,100,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Senior,Tiempo completo,Data Manager,130000,0,M
2023,Experto,Tiempo completo,Data Engineer,130000,0,M
2023,Experto,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Manager,130000,0,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Analyst,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Visualization Analyst,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Research Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Specialist,130000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Analyst,130000,0,M
2023,Senior,Tiempo completo,Analytics Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Financial Data Analyst,130000,100,L
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2022,Senior,Tiempo completo,BI Developer,130000,100,L
2023,Senior,Tiempo completo,Analytics Engineer,130000,100,M
2023,Semi-Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Semi-Senior,Tiempo completo,Applied Machine Learning Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,130000,0,M
2023,Junior,Tiempo completo,Big Data Engineer,130000,100,S
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Engineer,130000,0,M
2023,Senior,Tiempo completo,Data Scientist,130000,100,M
2023,Senior,Tiempo completo,Data Analyst,130000,100,M
2022,Junior,Tiempo completo,Data Scientist,130000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,130000,0,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Semi-Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Engineer,130000,100,M
2022,Semi-Senior,Tiempo completo,Data Engineer,130000,100,M
2022,Experto,Tiempo completo,Data Scientist,130000,100,M
2022,Semi-Senior,Tiempo completo,Machine Learning Engineer,130000,0,M
2022,Semi-Senior,Tiempo completo,Machine Learning Researcher,130000,100,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Scientist,130000,0,M
2022,Semi-Senior,Tiempo completo,Data Scientist,130000,100,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Analyst,130000,0,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Analyst,130000,0,M
2022,Senior,Tiempo completo,Data Scientist,130000,100,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Analyst,130000,0,M
2022,Senior,Tiempo completo,Data Analyst,130000,0,M
2022,Semi-Senior,Tiempo completo,Machine Learning Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Analyst,130000,0,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Scientist,130000,100,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Analytics Engineer,130000,100,M
2022,Senior,Tiempo completo,Analytics Engineer,130000,100,M
2022,Senior,Tiempo completo,ML Engineer,130000,100,M
2022,Senior,Tiempo completo,Data Engineer,130000,0,M
2022,Senior,Tiempo completo,Data Scientist,130000,100,M
2022,Senior,Tiempo completo,Data Analyst,130000,100,M
2022,Semi-Senior,Tiempo completo,Data Analyst,130000,100,M
2022,Junior,Tiempo completo,Analytics Engineer,130000,50,L
2022,Senior,Tiempo completo,Data Engineer,130000,100,M
2022,Semi-Senior,Tiempo completo,Data Scientist,130000,0,M
2022,Experto,Tiempo completo,Data Analyst,130000,100,M
2022,Senior,Tiempo completo,Data Analyst,130000,100,M
2022,Senior,Tiempo completo,Data Analyst,130000,100,M
2022,Senior,Tiempo completo,Data Engineer,130000,100,M
2022,Senior,Tiempo completo,Data Engineer,130000,100,M
2022,Semi-Senior,Tiempo completo,Data Scientist,130000,100,M
2021,Experto,Tiempo completo,Director of Data Science,153667,100,L
2021,Senior,Tiempo completo,Data Scientist,103691,100,L
2021,Semi-Senior,Tiempo completo,Data Scientist,130000,50,L
2020,Senior,Tiempo completo,Principal Data Scientist,148261,100,M
2023,Senior,Tiempo completo,AI Engineer,129700,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,129600,100,M
2022,Senior,Tiempo completo,Data Engineer,129400,100,M
2022,Senior,Tiempo completo,Data Engineer,129400,100,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,100,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Semi-Senior,Tiempo completo,Data Science Lead,129300,0,M
2023,Semi-Senior,Tiempo completo,Data Science Lead,129300,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Decision Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Decision Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Decision Scientist,129300,0,M
2023,Senior,Tiempo completo,Decision Scientist,129300,0,M
2023,Senior,Tiempo completo,Business Intelligence Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2023,Senior,Tiempo completo,Data Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Engineer,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Engineer,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Engineer,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Engineer,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Engineer,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Scientist,129300,0,M
2022,Senior,Tiempo completo,Data Engineer,129300,0,M
2022,Senior,Tiempo completo,Data Engineer,129300,0,M
2022,Senior,Tiempo completo,Machine Learning Scientist,129300,0,M
2022,Senior,Tiempo completo,Machine Learning Engineer,129300,0,M
2022,Semi-Senior,Tiempo completo,Machine Learning Engineer,129300,0,M
2023,Senior,Tiempo completo,Data Analyst,129150,0,M
2024,Semi-Senior,Tiempo completo,Data Analyst,129118,0,M
2023,Senior,Tiempo completo,ETL Developer,129100,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,129000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,129000,100,M
2023,Senior,Tiempo completo,Data Analyst,129000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,100,M
2023,Senior,Tiempo completo,Data Analyst,129000,100,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Operations Manager,129000,100,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2023,Senior,Tiempo completo,Data Engineer,129000,0,M
2022,Junior,Tiempo completo,Data Engineer,129000,100,L
2022,Senior,Tiempo completo,Data Analyst,129000,0,M
2024,Senior,Tiempo completo,Data Scientist,128945,100,M
2024,Semi-Senior,Tiempo completo,Research Scientist,128900,0,M
2022,Senior,Tiempo completo,Data Analyst,128875,100,M
2022,Senior,Tiempo completo,Data Analyst,128875,100,M
2022,Senior,Tiempo completo,Data Engineer,128875,100,M
2024,Senior,Tiempo completo,Data Analyst,128800,0,M
2023,Senior,Tiempo completo,Data Engineer,128750,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,128750,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,128750,0,M
2024,Senior,Tiempo completo,Data Engineer,128656,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,128600,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,128600,0,M
2023,Senior,Tiempo completo,Data Scientist,128500,0,M
2023,Senior,Tiempo completo,Data Engineer,128500,0,M
2023,Senior,Tiempo completo,Data Analyst,128500,0,M
2022,Senior,Tiempo completo,Data Engineer,128500,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,128280,0,M
2024,Senior,Tiempo completo,Data Engineer,128250,0,M
2024,Senior,Tiempo completo,Data Scientist,128250,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,128250,0,M
2023,Senior,Tiempo completo,Data Engineer,128250,0,M
2023,Semi-Senior,Tiempo completo,Research Engineer,128167,0,M
2023,Semi-Senior,Tiempo completo,Research Engineer,128167,0,M
2023,Senior,Tiempo completo,Data Science Consultant,128100,0,M
2023,Senior,Tiempo completo,Data Science Consultant,128100,0,M
2024,Semi-Senior,Tiempo completo,Data Manager,128000,0,M
2024,Semi-Senior,Tiempo completo,Data Manager,128000,0,M
2024,Senior,Tiempo completo,Data Science Consultant,128000,0,M
2024,Semi-Senior,Tiempo completo,Data Manager,128000,0,M
2024,Semi-Senior,Tiempo completo,Data Analytics Manager,128000,0,M
2024,Semi-Senior,Tiempo completo,Data Science,128000,0,M
2024,Senior,Tiempo completo,Data Engineer,128000,0,M
2024,Semi-Senior,Tiempo completo,Research Scientist,128000,100,M
2024,Semi-Senior,Tiempo completo,Research Engineer,128000,0,M
2024,Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,128000,0,M
2023,Senior,Tiempo completo,Data Engineer,128000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,128000,100,M
2023,Senior,Tiempo completo,Data Science Consultant,128000,0,M
2023,Senior,Tiempo completo,Analytics Engineer,128000,100,M
2023,Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Senior,Tiempo completo,Data Analyst,128000,0,M
2023,Senior,Tiempo completo,Data Architect,128000,0,M
2023,Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,128000,0,M
2023,Senior,Tiempo completo,Data Analyst,128000,0,M
2023,Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Senior,Tiempo completo,Data Analyst,128000,0,M
2023,Senior,Tiempo completo,Data Analyst,128000,0,M
2023,Semi-Senior,Tiempo completo,BI Developer,128000,0,M
2023,Semi-Senior,Tiempo completo,BI Developer,128000,0,M
2023,Senior,Tiempo completo,Data Scientist,128000,100,M
2023,Semi-Senior,Tiempo completo,BI Developer,128000,0,M
2023,Semi-Senior,Tiempo completo,BI Developer,128000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Senior,Tiempo completo,Data Analyst,128000,0,M
2023,Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,128000,0,M
2023,Senior,Tiempo completo,Data Engineer,128000,0,M
2023,Senior,Tiempo completo,Data Science Consultant,128000,0,M
2023,Senior,Tiempo completo,Data Engineer,128000,100,M
2022,Senior,Tiempo completo,Data Science Consultant,128000,0,M
2022,Senior,Tiempo completo,Data Scientist,128000,0,M
2022,Senior,Tiempo completo,Data Architect,128000,0,M
2022,Senior,Tiempo completo,Data Scientist,128000,100,M
2023,Senior,Tiempo completo,Data Scientist,127950,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,127900,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,127876,0,M
2023,Senior,Tiempo completo,Data Analyst,127876,100,M
2023,Senior,Tiempo completo,Analytics Engineer,127876,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,127660,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,127600,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,127600,0,M
2023,Senior,Tiempo completo,Data Engineer,127600,100,M
2024,Senior,Tiempo completo,Machine Learning Scientist,127500,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,127500,100,M
2024,Senior,Tiempo completo,Machine Learning Scientist,127500,100,M
2024,Senior,Tiempo completo,Machine Learning Engineer,127500,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,127500,100,M
2024,Senior,Tiempo completo,Machine Learning Engineer,127500,100,M
2023,Senior,Tiempo completo,Data Science Manager,127500,100,M
2023,Senior,Tiempo completo,Data Scientist,127500,100,M
2022,Semi-Senior,Tiempo completo,Data Scientist,127500,100,M
2024,Junior,Tiempo completo,Research Analyst,127305,0,M
2024,Senior,Tiempo completo,Research Scientist,127300,0,L
2024,Semi-Senior,Tiempo completo,Data Scientist,127300,0,L
2024,Senior,Tiempo completo,Research Scientist,127300,0,L
2024,Senior,Tiempo completo,Data Scientist,127300,0,L
2024,Senior,Tiempo completo,Research Scientist,127300,0,L
2023,Senior,Tiempo completo,Research Scientist,127300,0,L
2023,Senior,Tiempo completo,Research Scientist,127300,0,L
2023,Senior,Tiempo completo,Research Scientist,127300,0,L
