ano_trabajo,nivel_experiencia,tipo_contrato,titulo_trabajo,salario_usd,porcentaje_remoto,tamano_empresa
2023,Senior,Tiempo completo,Research Scientist,127300,0,L
2023,Senior,Tiempo completo,Data Scientist,127300,0,L
2023,Senior,Tiempo completo,Data Scientist,127300,0,L
2023,Senior,Tiempo completo,Machine Learning Infrastructure Engineer,127300,0,M
2023,Senior,Tiempo completo,Machine Learning Infrastructure Engineer,127300,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,127075,100,M
2023,Senior,Tiempo completo,Data Analyst,127075,100,M
2024,Senior,Tiempo completo,Data Specialist,127000,0,M
2024,Senior,Tiempo completo,Data Engineer,127000,0,M
2024,Semi-Senior,Tiempo completo,Data Manager,127000,100,M
2024,Senior,Tiempo completo,Business Intelligence Analyst,127000,0,M
2023,Senior,Tiempo completo,Data Scientist,127000,100,M
2023,Semi-Senior,Tiempo completo,Data Manager,127000,100,M
2023,Senior,Tiempo completo,Analytics Engineer,127000,0,M
2023,Senior,Tiempo completo,Business Intelligence Engineer,127000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,127000,0,M
2023,Senior,Tiempo completo,Business Intelligence Analyst,127000,0,M
2023,Senior,Tiempo completo,Data Scientist,127000,0,M
2023,Senior,Tiempo completo,Business Intelligence Analyst,127000,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,127000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,127000,0,M
2023,Senior,Tiempo completo,Data Analyst,127000,100,M
2022,Senior,Tiempo completo,Data Analyst,127000,100,M
2022,Senior,Tiempo completo,Data Scientist,127000,100,M
2022,Senior,Tiempo completo,Data Analyst,127000,100,M
2022,Senior,Tiempo completo,Data Analyst,127000,0,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Analyst,126900,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,126900,0,M
2023,Senior,Tiempo completo,Data Engineer,126900,0,M
2024,Senior,Tiempo completo,Data Scientist,126800,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126800,0,M
2023,Senior,Tiempo completo,Data Engineer,126800,100,M
2023,Senior,Tiempo completo,Data Engineer,126800,0,M
2023,Senior,Tiempo completo,Data Engineer,126800,0,M
2023,Senior,Tiempo completo,Data Engineer,126800,100,M
2024,Senior,Tiempo completo,Data Analyst,126667,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,126600,0,M
2024,Senior,Tiempo completo,Data Scientist,126600,0,M
2024,Senior,Tiempo completo,Data Science,126500,0,M
2024,Senior,Tiempo completo,Data Scientist,126500,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126500,0,M
2023,Senior,Tiempo completo,Data Analyst,126500,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126500,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126500,0,M
2023,Experto,Tiempo completo,Data Scientist,126500,100,M
2023,Senior,Tiempo completo,Data Scientist,126500,0,M
2023,Senior,Tiempo completo,Data Analyst,126500,0,M
2023,Senior,Tiempo completo,Data Scientist,126500,0,M
2022,Senior,Tiempo completo,Data Scientist,126500,100,M
2022,Semi-Senior,Tiempo completo,Data Analyst,126500,0,M
2022,Senior,Tiempo completo,Data Analyst,126500,100,M
2024,Senior,Tiempo completo,Data Analyst,126480,0,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,126400,0,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,126400,100,M
2024,Senior,Tiempo completo,Analytics Engineer,126400,100,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,126400,100,M
2023,Senior,Tiempo completo,Decision Scientist,126400,0,M
2023,Senior,Tiempo completo,Decision Scientist,126400,0,M
2023,Senior,Tiempo completo,Decision Scientist,126400,0,M
2023,Senior,Tiempo completo,Data Architect,126300,0,M
2023,Senior,Tiempo completo,Data Analyst,126277,100,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,126277,0,M
2023,Senior,Tiempo completo,Data Scientist,126100,100,M
2023,Senior,Tiempo completo,Applied Scientist,126100,0,L
2024,Semi-Senior,Tiempo completo,Analytics Engineer,126000,0,M
2024,Senior,Tiempo completo,Data Analyst,126000,0,M
2024,Semi-Senior,Tiempo completo,Analytics Engineer,126000,0,M
2023,Junior,Tiempo completo,Machine Learning Engineer,126000,100,M
2023,Senior,Tiempo completo,Data Engineer,126000,100,M
2023,Senior,Tiempo completo,Machine Learning Scientist,126000,0,M
2023,Senior,Tiempo completo,Data Scientist,126000,100,M
2023,Senior,Tiempo completo,Data Analyst,126000,0,M
2023,Senior,Tiempo completo,Data Scientist,126000,0,M
2023,Senior,Tiempo completo,Data Scientist,126000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,126000,0,M
2023,Senior,Tiempo completo,Data Engineer,126000,0,M
2023,Senior,Tiempo completo,Data Engineer,126000,0,M
2023,Senior,Tiempo completo,Data Scientist,126000,0,M
2023,Senior,Tiempo completo,Data Engineer,126000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126000,0,M
2023,Senior,Tiempo completo,Data Engineer,126000,0,M
2023,Senior,Tiempo completo,Data Engineer,126000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126000,0,M
2023,Senior,Tiempo completo,Data Engineer,126000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,126000,0,M
2022,Senior,Tiempo completo,Data Engineer,126000,100,M
2022,Senior,Tiempo completo,Data Engineer,126000,100,M
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,139777,100,M
2023,Senior,Tiempo completo,Data Scientist,125760,0,M
2023,Senior,Tiempo completo,Data Architect,125600,0,M
2023,Senior,Tiempo completo,Data Analyst,125600,0,M
2023,Senior,Tiempo completo,Data Analyst,125600,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,125500,0,M
2024,Senior,Tiempo completo,Data Manager,125500,0,M
2024,Senior,Tiempo completo,Data Manager,125500,0,M
2022,Junior,Tiempo parcial,Data Analyst,125404,50,S
2024,Semi-Senior,Tiempo completo,Machine Learning Engineer,125100,0,M
2023,Semi-Senior,Tiempo completo,Business Intelligence Analyst,125009,100,M
2024,Semi-Senior,Tiempo completo,Business Intelligence Analyst,125000,0,M
2024,Senior,Tiempo completo,Data Engineer,125000,0,M
2024,Junior,Tiempo completo,Business Intelligence Analyst,125000,0,M
2024,Senior,Tiempo completo,Data Engineer,125000,100,M
2024,Experto,Tiempo completo,Data Analyst,125000,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,125000,0,M
2024,Junior,Tiempo completo,Machine Learning Engineer,125000,0,M
2024,Experto,Tiempo completo,Data Scientist,125000,0,M
2024,Senior,Tiempo completo,Machine Learning Scientist,125000,100,M
2024,Senior,Tiempo completo,Machine Learning Engineer,125000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,125000,0,M
2024,Senior,Tiempo completo,Research Engineer,125000,0,M
2024,Senior,Tiempo completo,Data Scientist,125000,100,M
2024,Semi-Senior,Tiempo completo,Data Engineer,125000,100,M
2024,Senior,Tiempo completo,Data Scientist,125000,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,125000,0,M
2024,Senior,Tiempo completo,Data Analyst,125000,0,M
2024,Senior,Tiempo completo,Data Scientist,125000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,125000,100,M
2024,Senior,Tiempo completo,Data Architect,125000,100,M
2024,Semi-Senior,Tiempo completo,Data Engineer,125000,100,M
2024,Senior,Tiempo completo,Data Scientist,125000,0,M
2024,Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,100,M
2023,Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Senior,Tiempo completo,Data Scientist,125000,0,M
2023,Senior,Tiempo completo,Data Integration Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,ML Engineer,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Senior,Tiempo completo,Data Science Consultant,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,125000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Senior,Tiempo completo,Data Scientist,125000,0,M
2023,Experto,Tiempo completo,Data Engineer,125000,0,M
2023,Experto,Tiempo completo,Data Analyst,125000,0,M
2023,Semi-Senior,Tiempo completo,ML Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Senior,Tiempo completo,Business Intelligence Engineer,125000,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,ML Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Business Intelligence Analyst,125000,0,M
2023,Senior,Tiempo completo,Business Intelligence Engineer,125000,100,M
2023,Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Experto,Tiempo completo,Data Analyst,125000,100,M
2023,Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Analytics Manager,125000,0,M
2023,Senior,Tiempo completo,Research Scientist,125000,0,M
2023,Senior,Tiempo completo,Research Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,ML Engineer,125000,0,M
2023,Senior,Tiempo completo,Research Analyst,125000,0,M
2023,Semi-Senior,Tiempo completo,ML Engineer,125000,100,M
2023,Senior,Tiempo completo,Data Scientist,125000,100,M
2023,Senior,Tiempo completo,Data Scientist,134960,50,M
2023,Senior,Tiempo completo,Data Strategist,125000,100,M
2023,Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Senior,Tiempo completo,Data Operations Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,100,M
2023,Senior,Tiempo completo,Analytics Engineer,125000,100,M
2023,Senior,Tiempo completo,Analytics Engineer,125000,100,M
2023,Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,125000,0,M
2023,Senior,Tiempo completo,Data Scientist,125000,100,M
2023,Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Applied Scientist,125000,0,M
2023,Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Senior,Tiempo completo,Business Intelligence Analyst,125000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,125000,0,M
2023,Junior,Tiempo completo,Data Analyst,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,125000,100,M
2023,Semi-Senior,Tiempo completo,Research Engineer,125000,0,M
2023,Senior,Tiempo completo,Data Engineer,125000,100,M
2023,Senior,Tiempo completo,Data Scientist,125000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Scientist,125000,0,M
2023,Semi-Senior,Tiempo completo,Applied Scientist,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Engineer,125000,0,M
2023,Junior,Tiempo completo,Research Scientist,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Junior,Tiempo completo,Research Engineer,125000,0,M
2023,Junior,Tiempo completo,Research Engineer,125000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,125000,0,M
2023,Senior,Tiempo completo,Data Architect,125000,100,M
2023,Junior,Tiempo completo,Data Engineer,125000,0,M
2023,Junior,Tiempo completo,Data Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Research Scientist,125000,100,M
2023,Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Machine Learning Scientist,125000,0,S
2023,Semi-Senior,Tiempo completo,Research Scientist,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,125000,0,M
2023,Semi-Senior,Tiempo completo,Data Analyst,125000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,125000,0,M
2023,Senior,Tiempo completo,BI Analyst,125000,0,M
2023,Senior,Tiempo completo,Data Analyst,125000,0,M
2022,Senior,Tiempo completo,Manager Data Management,125000,100,L
2022,Senior,Tiempo completo,AI Scientist,125000,100,L
2022,Senior,Tiempo completo,Data Scientist,125000,0,M
2022,Senior,Tiempo completo,Analytics Engineer,125000,100,M
2022,Senior,Tiempo completo,Data Engineer,125000,100,M
2022,Junior,Tiempo completo,Computer Vision Engineer,125000,0,M
2021,Junior,Tiempo completo,Machine Learning Engineer,125000,100,S
2021,Senior,Tiempo completo,Big Data Architect,99703,50,M
2020,Senior,Tiempo completo,Lead Data Engineer,125000,50,S
2023,Senior,Tiempo completo,Big Data Architect,153799,100,L
2024,Semi-Senior,Tiempo completo,Data Management Analyst,124935,0,M
2024,Semi-Senior,Tiempo completo,Data Management Analyst,124935,100,M
2023,Senior,Tiempo completo,Data Engineer,124935,0,M
2023,Senior,Tiempo completo,Data Engineer,124935,0,M
2024,Senior,Tiempo completo,Data Scientist,124875,0,M
2024,Senior,Tiempo completo,Data Scientist,124800,0,M
2023,Senior,Tiempo completo,Data Engineer,124740,0,M
2023,Senior,Tiempo completo,Data Engineer,124740,0,M
2024,Semi-Senior,Tiempo completo,Data Product Owner,124690,0,M
2023,Senior,Tiempo completo,Data Scientist,124600,0,M
2023,Senior,Tiempo completo,Data Scientist,124600,0,M
2023,Senior,Tiempo completo,Data Engineer,124500,0,M
2024,Senior,Tiempo completo,Data Scientist,124400,0,M
2023,Senior,Tiempo completo,Business Intelligence Analyst,124400,100,M
2023,Senior,Tiempo completo,Business Intelligence Analyst,124400,100,M
2022,Senior,Tiempo completo,ETL Developer,124270,100,M
2023,Junior,Tiempo completo,Data Scientist,124234,0,M
2022,Junior,Tiempo completo,Data Scientist,124234,0,M
2023,Senior,Tiempo completo,Data Scientist,124233,0,M
2024,Semi-Senior,Tiempo completo,Data Analytics Manager,124230,0,M
2023,Senior,Tiempo completo,Data Engineer,124230,100,M
2022,Senior,Tiempo completo,Data Analyst,124190,100,M
2024,Semi-Senior,Tiempo completo,Research Scientist,124100,0,L
2024,Semi-Senior,Tiempo completo,Research Scientist,124100,0,L
2023,Semi-Senior,Tiempo completo,Research Scientist,124100,0,L
2023,Semi-Senior,Tiempo completo,Research Scientist,124100,0,L
2023,Senior,Tiempo completo,Research Scientist,124100,0,L
2023,Senior,Tiempo completo,Research Scientist,124100,0,L
2023,Senior,Tiempo completo,Business Intelligence Engineer,124100,0,L
2023,Senior,Tiempo completo,Research Scientist,124100,0,L
2024,Semi-Senior,Tiempo completo,Business Intelligence,124000,100,M
2024,Semi-Senior,Tiempo completo,Data Engineer,124000,0,M
2024,Junior,Tiempo completo,Research Analyst,124000,0,M
2024,Senior,Tiempo completo,Analytics Engineer,124000,0,M
2024,Junior,Tiempo completo,Data Analyst,124000,0,M
2023,Senior,Tiempo completo,Data Analyst,124000,0,M
2023,Senior,Tiempo completo,Machine Learning Engineer,124000,0,M
2023,Senior,Tiempo completo,AI Developer,124000,0,M
2023,Senior,Tiempo completo,Data Engineer,124000,0,M
2023,Senior,Tiempo completo,Data Scientist,124000,100,M
2023,Semi-Senior,Tiempo completo,MLOps Engineer,124000,100,M
2023,Semi-Senior,Tiempo completo,Data Analyst,124000,0,M
2022,Semi-Senior,Tiempo completo,MLOps Engineer,124000,100,M
2022,Semi-Senior,Tiempo completo,Data Analyst,124000,0,M
2022,Semi-Senior,Tiempo completo,Data Analyst,124000,0,M
2023,Senior,Tiempo completo,Data Engineer,123906,0,M
2024,Semi-Senior,Tiempo completo,Data Analytics Consultant,123900,0,M
2023,Senior,Tiempo completo,Data Analyst,123900,100,M
2023,Senior,Tiempo completo,Data Scientist,123900,100,M
2024,Semi-Senior,Tiempo completo,Data Scientist,123800,100,M
2023,Semi-Senior,Tiempo completo,Data Scientist,123800,100,M
2023,Senior,Tiempo completo,Machine Learning Engineer,123800,100,M
2024,Senior,Tiempo completo,Research Scientist,123765,100,M
2023,Senior,Tiempo completo,Analytics Engineer,123750,0,M
2024,Senior,Tiempo completo,Data Scientist,123740,0,M
2023,Semi-Senior,Tiempo completo,Data Scientist,123740,0,M
2024,Senior,Tiempo completo,Data Engineer,123700,0,L
2024,Senior,Tiempo completo,Data Engineer,123700,0,L
2023,Senior,Tiempo completo,Data Engineer,123700,0,L
2023,Senior,Tiempo completo,Data Engineer,123700,0,L
2023,Senior,Tiempo completo,Data Engineer,123700,0,L
2023,Senior,Tiempo completo,Data Engineer,123700,0,L
2023,Senior,Tiempo completo,Data Engineer,123700,0,L
2023,Senior,Tiempo completo,Data Engineer,123700,0,L
2022,Senior,Tiempo completo,Data Analyst,123648,0,M
2024,Junior,Tiempo completo,Data Analyst,123625,0,M
2024,Semi-Senior,Tiempo completo,Data Analyst,123600,100,M
2023,Senior,Tiempo completo,Data Engineer,123600,100,M
2023,Semi-Senior,Tiempo completo,Data Engineer,123500,0,M
2023,Experto,Tiempo completo,Data Engineer,123471,100,M
2023,Senior,Tiempo completo,Data Analyst,123400,100,M
2022,Senior,Tiempo completo,Data Scientist,123400,0,M
2022,Senior,Tiempo completo,Data Scientist,123400,0,M
2024,Senior,Tiempo completo,Machine Learning Engineer,123200,100,M
2024,Junior,Tiempo completo,Research Analyst,123000,0,M
2024,Senior,Tiempo completo,Data Scientist,123000,0,M
2024,Senior,Tiempo completo,Data Engineer,123000,0,M
2024,Senior,Tiempo completo,Business Intelligence Analyst,123000,100,M
2024,Senior,Tiempo completo,Data Architect,123000,0,M
2024,Senior,Tiempo completo,Data Architect,123000,0,M
2024,Senior,Tiempo completo,Data Engineer,123000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,123000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,123000,0,M
2024,Senior,Tiempo completo,Data Engineer,123000,0,M
2024,Semi-Senior,Tiempo completo,Data Engineer,123000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,123000,0,M
2023,Senior,Tiempo completo,Data Engineer,123000,0,M
2023,Semi-Senior,Tiempo completo,Data Engineer,123000,0,M
2023,Senior,Tiempo completo,Data Engineer,123000,0,M
2023,Senior,Tiempo completo,Data Management Specialist,123000,0,M
2023,Senior,Tiempo completo,Data Engineer,123000,0,M
